,datetime,Car Park Id,Short Description,Date,Occupancy,Occupancy Percentage,Override Active,State,latitude,longitude
7818,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 06:35:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
7828,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 06:40:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
7856,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 06:45:00,3,0.77,false,Spaces,50.726394,-1.8369689999999999
7866,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 06:50:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
7894,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 06:55:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
7904,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:00:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
7932,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:05:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
7942,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:10:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
7970,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:15:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
7980,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:20:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
8008,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:25:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
8018,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:30:00,3,0.77,false,Spaces,50.726394,-1.8369689999999999
8046,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:35:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
8056,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:40:00,3,0.77,false,Spaces,50.726394,-1.8369689999999999
8084,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:45:00,1,0.26,false,Spaces,50.726394,-1.8369689999999999
8094,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:50:00,1,0.26,false,Spaces,50.726394,-1.8369689999999999
8122,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 07:55:00,3,0.77,false,Spaces,50.726394,-1.8369689999999999
8132,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:00:00,3,0.77,false,Spaces,50.726394,-1.8369689999999999
8160,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:05:00,2,0.51,false,Spaces,50.726394,-1.8369689999999999
8170,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:10:00,2,0.51,false,Spaces,50.726394,-1.8369689999999999
8198,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:15:00,0,0.00,false,Spaces,50.726394,-1.8369689999999999
8208,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:20:00,1,0.26,false,Spaces,50.726394,-1.8369689999999999
8236,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:25:00,1,0.26,false,Spaces,50.726394,-1.8369689999999999
8246,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:30:00,4,1.03,false,Spaces,50.726394,-1.8369689999999999
8274,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:35:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
8284,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:40:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
8312,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:45:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
8322,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:50:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
8350,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 08:55:00,9,2.31,false,Spaces,50.726394,-1.8369689999999999
8360,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:00:00,10,2.57,false,Spaces,50.726394,-1.8369689999999999
8388,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:05:00,15,3.86,false,Spaces,50.726394,-1.8369689999999999
8398,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:10:00,18,4.63,false,Spaces,50.726394,-1.8369689999999999
8426,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:15:00,24,6.17,false,Spaces,50.726394,-1.8369689999999999
8436,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:20:00,25,6.43,false,Spaces,50.726394,-1.8369689999999999
8464,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:25:00,27,6.94,false,Spaces,50.726394,-1.8369689999999999
8474,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:30:00,28,7.20,false,Spaces,50.726394,-1.8369689999999999
8502,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:35:00,32,8.23,false,Spaces,50.726394,-1.8369689999999999
8512,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:40:00,36,9.25,false,Spaces,50.726394,-1.8369689999999999
8540,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:45:00,42,10.80,false,Spaces,50.726394,-1.8369689999999999
8550,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:50:00,46,11.83,false,Spaces,50.726394,-1.8369689999999999
8578,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 09:55:00,54,13.88,false,Spaces,50.726394,-1.8369689999999999
8588,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:00:00,61,15.68,false,Spaces,50.726394,-1.8369689999999999
8616,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:05:00,65,16.71,false,Spaces,50.726394,-1.8369689999999999
8626,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:10:00,74,19.02,false,Spaces,50.726394,-1.8369689999999999
8654,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:15:00,76,19.54,false,Spaces,50.726394,-1.8369689999999999
8664,2019-01-30T10:23:42.293730+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:20:00,78,20.05,false,Spaces,50.726394,-1.8369689999999999
8692,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:25:00,82,21.08,false,Spaces,50.726394,-1.8369689999999999
8702,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:30:00,83,21.34,false,Spaces,50.726394,-1.8369689999999999
8730,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:35:00,84,21.59,false,Spaces,50.726394,-1.8369689999999999
8739,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:40:00,85,21.85,false,Spaces,50.726394,-1.8369689999999999
8766,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:45:00,90,23.14,false,Spaces,50.726394,-1.8369689999999999
8775,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:50:00,93,23.91,false,Spaces,50.726394,-1.8369689999999999
8802,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 10:55:00,93,23.91,false,Spaces,50.726394,-1.8369689999999999
8811,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:00:00,98,25.19,false,Spaces,50.726394,-1.8369689999999999
8838,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:05:00,101,25.96,false,Spaces,50.726394,-1.8369689999999999
8847,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:10:00,104,26.74,false,Spaces,50.726394,-1.8369689999999999
8874,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:15:00,103,26.48,false,Spaces,50.726394,-1.8369689999999999
8883,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:20:00,109,28.02,false,Spaces,50.726394,-1.8369689999999999
8910,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:25:00,115,29.56,false,Spaces,50.726394,-1.8369689999999999
8919,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:30:00,108,27.76,false,Spaces,50.726394,-1.8369689999999999
8947,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:35:00,113,29.05,false,Spaces,50.726394,-1.8369689999999999
8956,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:40:00,119,30.59,false,Spaces,50.726394,-1.8369689999999999
8983,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:45:00,119,30.59,false,Spaces,50.726394,-1.8369689999999999
8992,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:50:00,118,30.33,false,Spaces,50.726394,-1.8369689999999999
9019,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 11:55:00,119,30.59,false,Spaces,50.726394,-1.8369689999999999
9028,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:00:00,117,30.08,false,Spaces,50.726394,-1.8369689999999999
9055,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:05:00,118,30.33,false,Spaces,50.726394,-1.8369689999999999
9064,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:10:00,117,30.08,false,Spaces,50.726394,-1.8369689999999999
9091,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:15:00,111,28.53,false,Spaces,50.726394,-1.8369689999999999
9100,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:20:00,104,26.74,false,Spaces,50.726394,-1.8369689999999999
9127,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:25:00,107,27.51,false,Spaces,50.726394,-1.8369689999999999
9136,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:30:00,104,26.74,false,Spaces,50.726394,-1.8369689999999999
9163,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:35:00,104,26.74,false,Spaces,50.726394,-1.8369689999999999
9172,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:40:00,97,24.94,false,Spaces,50.726394,-1.8369689999999999
9199,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:45:00,100,25.71,false,Spaces,50.726394,-1.8369689999999999
9208,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:50:00,97,24.94,false,Spaces,50.726394,-1.8369689999999999
9236,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 12:55:00,98,25.19,false,Spaces,50.726394,-1.8369689999999999
9244,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:00:00,91,23.39,false,Spaces,50.726394,-1.8369689999999999
9273,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:05:00,92,23.65,false,Spaces,50.726394,-1.8369689999999999
9281,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:10:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
9311,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:15:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
9320,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:20:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
9349,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:25:00,80,20.57,false,Spaces,50.726394,-1.8369689999999999
9358,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:30:00,81,20.82,false,Spaces,50.726394,-1.8369689999999999
9387,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:35:00,78,20.05,false,Spaces,50.726394,-1.8369689999999999
9396,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:40:00,82,21.08,false,Spaces,50.726394,-1.8369689999999999
9425,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:45:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
9433,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:50:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
9462,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 13:55:00,86,22.11,false,Spaces,50.726394,-1.8369689999999999
9471,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:00:00,87,22.37,false,Spaces,50.726394,-1.8369689999999999
9500,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:05:00,84,21.59,false,Spaces,50.726394,-1.8369689999999999
9509,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:10:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
9538,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:15:00,95,24.42,false,Spaces,50.726394,-1.8369689999999999
9547,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:20:00,92,23.65,false,Spaces,50.726394,-1.8369689999999999
9576,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:25:00,92,23.65,false,Spaces,50.726394,-1.8369689999999999
9585,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:30:00,97,24.94,false,Spaces,50.726394,-1.8369689999999999
9613,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:35:00,98,25.19,false,Spaces,50.726394,-1.8369689999999999
9622,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:40:00,102,26.22,false,Spaces,50.726394,-1.8369689999999999
9651,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:45:00,103,26.48,false,Spaces,50.726394,-1.8369689999999999
9660,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:50:00,97,24.94,false,Spaces,50.726394,-1.8369689999999999
9689,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 14:55:00,100,25.71,false,Spaces,50.726394,-1.8369689999999999
9698,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:00:00,91,23.39,false,Spaces,50.726394,-1.8369689999999999
9727,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:05:00,89,22.88,false,Spaces,50.726394,-1.8369689999999999
9736,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:10:00,88,22.62,false,Spaces,50.726394,-1.8369689999999999
9765,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:15:00,84,21.59,false,Spaces,50.726394,-1.8369689999999999
9774,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:20:00,85,21.85,false,Spaces,50.726394,-1.8369689999999999
9803,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:25:00,79,20.31,false,Spaces,50.726394,-1.8369689999999999
9812,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:30:00,81,20.82,false,Spaces,50.726394,-1.8369689999999999
9841,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:35:00,77,19.79,false,Spaces,50.726394,-1.8369689999999999
9850,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:40:00,77,19.79,false,Spaces,50.726394,-1.8369689999999999
9879,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:45:00,78,20.05,false,Spaces,50.726394,-1.8369689999999999
9888,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:50:00,76,19.54,false,Spaces,50.726394,-1.8369689999999999
9917,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 15:55:00,74,19.02,false,Spaces,50.726394,-1.8369689999999999
9926,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:00:00,76,19.54,false,Spaces,50.726394,-1.8369689999999999
9955,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:05:00,72,18.51,false,Spaces,50.726394,-1.8369689999999999
9964,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:10:00,72,18.51,false,Spaces,50.726394,-1.8369689999999999
9993,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:15:00,72,18.51,false,Spaces,50.726394,-1.8369689999999999
10002,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:20:00,72,18.51,false,Spaces,50.726394,-1.8369689999999999
10031,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:25:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
10040,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:30:00,71,18.25,false,Spaces,50.726394,-1.8369689999999999
10068,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:35:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
10078,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:40:00,65,16.71,false,Spaces,50.726394,-1.8369689999999999
10097,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:45:00,64,16.45,false,Spaces,50.726394,-1.8369689999999999
10125,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:50:00,63,16.20,false,Spaces,50.726394,-1.8369689999999999
10135,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 16:55:00,63,16.20,false,Spaces,50.726394,-1.8369689999999999
10153,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:00:00,62,15.94,false,Spaces,50.726394,-1.8369689999999999
10182,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:05:00,59,15.17,false,Spaces,50.726394,-1.8369689999999999
10192,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:10:00,58,14.91,false,Spaces,50.726394,-1.8369689999999999
10211,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:15:00,61,15.68,false,Spaces,50.726394,-1.8369689999999999
10238,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:20:00,63,16.20,false,Spaces,50.726394,-1.8369689999999999
10248,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:25:00,59,15.17,false,Spaces,50.726394,-1.8369689999999999
10267,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:30:00,59,15.17,false,Spaces,50.726394,-1.8369689999999999
10295,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:35:00,59,15.17,false,Spaces,50.726394,-1.8369689999999999
10305,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:40:00,55,14.14,false,Spaces,50.726394,-1.8369689999999999
10323,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:45:00,50,12.85,false,Spaces,50.726394,-1.8369689999999999
10352,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:50:00,51,13.11,false,Spaces,50.726394,-1.8369689999999999
10362,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 17:55:00,51,13.11,false,Spaces,50.726394,-1.8369689999999999
10381,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:00:00,56,14.40,false,Spaces,50.726394,-1.8369689999999999
10409,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:05:00,60,15.42,false,Spaces,50.726394,-1.8369689999999999
10419,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:10:00,62,15.94,false,Spaces,50.726394,-1.8369689999999999
10437,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:15:00,66,16.97,false,Spaces,50.726394,-1.8369689999999999
10465,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:20:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
10475,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:25:00,67,17.22,false,Spaces,50.726394,-1.8369689999999999
10494,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:30:00,74,19.02,false,Spaces,50.726394,-1.8369689999999999
10522,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:35:00,77,19.79,false,Spaces,50.726394,-1.8369689999999999
10532,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:40:00,78,20.05,false,Spaces,50.726394,-1.8369689999999999
10551,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:45:00,85,21.85,false,Spaces,50.726394,-1.8369689999999999
10579,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:50:00,89,22.88,false,Spaces,50.726394,-1.8369689999999999
10589,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 18:55:00,93,23.91,false,Spaces,50.726394,-1.8369689999999999
10607,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:00:00,97,24.94,false,Spaces,50.726394,-1.8369689999999999
10635,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:05:00,103,26.48,false,Spaces,50.726394,-1.8369689999999999
10645,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:10:00,112,28.79,false,Spaces,50.726394,-1.8369689999999999
10664,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:15:00,118,30.33,false,Spaces,50.726394,-1.8369689999999999
10692,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:20:00,132,33.93,false,Spaces,50.726394,-1.8369689999999999
10701,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:25:00,145,37.28,false,Spaces,50.726394,-1.8369689999999999
10720,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:30:00,152,39.07,false,Spaces,50.726394,-1.8369689999999999
10748,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:35:00,166,42.67,false,Spaces,50.726394,-1.8369689999999999
10757,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:40:00,177,45.50,false,Spaces,50.726394,-1.8369689999999999
10776,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:45:00,187,48.07,false,Spaces,50.726394,-1.8369689999999999
10804,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:50:00,187,48.07,false,Spaces,50.726394,-1.8369689999999999
10814,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 19:55:00,196,50.39,false,Spaces,50.726394,-1.8369689999999999
10833,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:00:00,201,51.67,false,Spaces,50.726394,-1.8369689999999999
10861,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:05:00,207,53.21,false,Spaces,50.726394,-1.8369689999999999
10871,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:10:00,208,53.47,false,Spaces,50.726394,-1.8369689999999999
10890,2019-01-30T10:23:42.309357+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:15:00,211,54.24,false,Spaces,50.726394,-1.8369689999999999
10918,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:20:00,212,54.50,false,Spaces,50.726394,-1.8369689999999999
10927,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:25:00,217,55.78,false,Spaces,50.726394,-1.8369689999999999
10945,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:30:00,220,56.56,false,Spaces,50.726394,-1.8369689999999999
