,datetime,Car Park Id,Short Description,Date,Occupancy,Occupancy Percentage,Override Active,State,latitude,longitude
10973,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:35:00,222,57.07,false,Spaces,50.726394,-1.8369689999999999
10983,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:40:00,222,57.07,false,Spaces,50.726394,-1.8369689999999999
11002,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:45:00,218,56.04,false,Spaces,50.726394,-1.8369689999999999
11030,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:50:00,217,55.78,false,Spaces,50.726394,-1.8369689999999999
11040,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 20:55:00,219,56.30,false,Spaces,50.726394,-1.8369689999999999
11059,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:00:00,219,56.30,false,Spaces,50.726394,-1.8369689999999999
11087,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:05:00,220,56.56,false,Spaces,50.726394,-1.8369689999999999
11098,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:10:00,220,56.56,false,Spaces,50.726394,-1.8369689999999999
11117,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:15:00,219,56.30,false,Spaces,50.726394,-1.8369689999999999
11147,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:20:00,220,56.56,false,Spaces,50.726394,-1.8369689999999999
11159,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:25:00,220,56.56,false,Spaces,50.726394,-1.8369689999999999
11179,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:30:00,220,56.56,false,Spaces,50.726394,-1.8369689999999999
11210,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:35:00,220,56.56,false,Spaces,50.726394,-1.8369689999999999
11221,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:40:00,219,56.30,false,Spaces,50.726394,-1.8369689999999999
11241,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:45:00,217,55.78,false,Spaces,50.726394,-1.8369689999999999
11272,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:50:00,217,55.78,false,Spaces,50.726394,-1.8369689999999999
11283,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 21:55:00,217,55.78,false,Spaces,50.726394,-1.8369689999999999
11303,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:00:00,217,55.78,false,Spaces,50.726394,-1.8369689999999999
11333,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:05:00,216,55.53,false,Spaces,50.726394,-1.8369689999999999
11345,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:10:00,214,55.01,false,Spaces,50.726394,-1.8369689999999999
11365,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:15:00,212,54.50,false,Spaces,50.726394,-1.8369689999999999
11396,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:20:00,211,54.24,false,Spaces,50.726394,-1.8369689999999999
11408,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:25:00,208,53.47,false,Spaces,50.726394,-1.8369689999999999
11428,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:30:00,206,52.96,false,Spaces,50.726394,-1.8369689999999999
11459,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:35:00,205,52.70,false,Spaces,50.726394,-1.8369689999999999
11470,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:40:00,202,51.93,false,Spaces,50.726394,-1.8369689999999999
11490,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:45:00,197,50.64,false,Spaces,50.726394,-1.8369689999999999
11521,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:50:00,190,48.84,false,Spaces,50.726394,-1.8369689999999999
11534,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 22:55:00,181,46.53,false,Spaces,50.726394,-1.8369689999999999
11555,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:00:00,158,40.62,false,Spaces,50.726394,-1.8369689999999999
11586,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:05:00,127,32.65,false,Spaces,50.726394,-1.8369689999999999
11596,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:10:00,95,24.42,false,Spaces,50.726394,-1.8369689999999999
11616,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:15:00,78,20.05,false,Spaces,50.726394,-1.8369689999999999
11647,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:20:00,71,18.25,false,Spaces,50.726394,-1.8369689999999999
11659,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:25:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
11677,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:30:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
11706,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:35:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
11719,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:40:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
11739,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:45:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
11770,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:50:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
11782,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-06 23:55:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
11818,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:00:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
11823,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:05:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
11850,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:10:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
11876,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:15:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
11904,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:20:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
11909,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:25:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
11936,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:30:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
11962,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:35:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
11989,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:40:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
11994,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:45:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12021,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:50:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12046,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 00:55:00,68,17.48,false,Spaces,50.726394,-1.8369689999999999
12072,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:00:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12077,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:05:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12105,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:10:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12130,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:15:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12157,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:20:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12161,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:25:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12189,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:30:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12215,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:35:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12242,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:40:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12247,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:45:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12275,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:50:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12301,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 01:55:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12328,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:00:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12332,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:05:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12359,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:10:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12384,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:15:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12411,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:20:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12416,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:25:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12443,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:30:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
12468,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:35:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
12496,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:40:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
12501,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:45:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
12528,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:50:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
12554,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 02:55:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
12579,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:00:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
12584,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:05:00,70,17.99,false,Spaces,50.726394,-1.8369689999999999
12611,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:10:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12637,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:15:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12664,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:20:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12669,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:25:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12697,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:30:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12724,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:35:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12752,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:40:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12757,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:45:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12785,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:50:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12812,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 03:55:00,69,17.74,false,Spaces,50.726394,-1.8369689999999999
12853,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:00:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
12854,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:00:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
12855,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:00:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
12863,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:05:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
12891,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:10:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
12918,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:15:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
12946,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:20:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
12951,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:25:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
12980,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:30:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13005,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:35:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13034,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:40:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13039,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:45:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13068,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:50:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13093,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 04:55:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13122,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:00:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13127,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:05:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13156,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:10:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13181,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:15:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13210,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:20:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13215,2019-01-30T10:23:42.324987+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:25:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13244,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:30:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13269,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:35:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13298,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:40:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13303,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:45:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13332,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:50:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
13357,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 05:55:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
13386,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:00:00,7,1.80,false,Spaces,50.726394,-1.8369689999999999
13391,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:05:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
13420,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:10:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
13445,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:15:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
13474,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:20:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13479,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:25:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13508,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:30:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
13533,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:35:00,7,1.80,false,Spaces,50.726394,-1.8369689999999999
13562,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:40:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
13567,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:45:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
13596,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:50:00,7,1.80,false,Spaces,50.726394,-1.8369689999999999
13621,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 06:55:00,8,2.06,false,Spaces,50.726394,-1.8369689999999999
13650,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:00:00,7,1.80,false,Spaces,50.726394,-1.8369689999999999
13655,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:05:00,7,1.80,false,Spaces,50.726394,-1.8369689999999999
13684,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:10:00,8,2.06,false,Spaces,50.726394,-1.8369689999999999
13709,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:15:00,8,2.06,false,Spaces,50.726394,-1.8369689999999999
13738,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:20:00,8,2.06,false,Spaces,50.726394,-1.8369689999999999
13743,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:25:00,8,2.06,false,Spaces,50.726394,-1.8369689999999999
13772,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:30:00,8,2.06,false,Spaces,50.726394,-1.8369689999999999
13797,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:35:00,10,2.57,false,Spaces,50.726394,-1.8369689999999999
13826,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:40:00,8,2.06,false,Spaces,50.726394,-1.8369689999999999
13831,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:45:00,8,2.06,false,Spaces,50.726394,-1.8369689999999999
13860,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:50:00,5,1.29,false,Spaces,50.726394,-1.8369689999999999
13885,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 07:55:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
13914,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:00:00,7,1.80,false,Spaces,50.726394,-1.8369689999999999
13919,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:05:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
13948,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:10:00,6,1.54,false,Spaces,50.726394,-1.8369689999999999
13973,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:15:00,7,1.80,false,Spaces,50.726394,-1.8369689999999999
14002,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:20:00,7,1.80,false,Spaces,50.726394,-1.8369689999999999
14007,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:25:00,7,1.80,false,Spaces,50.726394,-1.8369689999999999
14036,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:30:00,9,2.31,false,Spaces,50.726394,-1.8369689999999999
14061,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:35:00,12,3.08,false,Spaces,50.726394,-1.8369689999999999
14090,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:40:00,13,3.34,false,Spaces,50.726394,-1.8369689999999999
14095,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:45:00,17,4.37,false,Spaces,50.726394,-1.8369689999999999
14124,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:50:00,19,4.88,false,Spaces,50.726394,-1.8369689999999999
14149,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 08:55:00,21,5.40,false,Spaces,50.726394,-1.8369689999999999
14176,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 09:00:00,20,5.14,false,Spaces,50.726394,-1.8369689999999999
14181,2019-01-30T10:23:42.340586+00:00,14,Hawkwood Road 389 Boscombe,2018-12-07 09:05:00,22,5.66,false,Spaces,50.726394,-1.8369689999999999
